title,description,summary,tags,dataset_url,available_formats
"['electric', 'vehicles', 'charging', 'points']","['electric', 'vehicles', 'charging', 'points']","['charging', 'points', 'electric', 'vehicles', 'york', 'information', 'electric', 'charging', 'points', 'please', 'visit', 'itravelyorkhttpswwwitravelyorkinfodrivingelectricvehicleselectricvehiclerechargingnetwork', 'website', 'please', 'note', 'data', 'published', 'within', 'dataset', 'live', 'api', 'link', 'cycs', 'gis', 'server', 'changes', 'made', 'master', 'copy', 'data', 'immediately', 'reflected', 'resources', 'datasetthe', 'date', 'shown', 'last', 'updated', 'field', 'gis', 'resource', 'reflects', 'data', 'first', 'published', 'source', 'httpsckanpublishingservicegovukdatasetelectricvehicleschargingpoints', 'last', 'updated', 'httpsckanpublishingservicegovukdataset', '20200213']",[],https://data.world/datagov-uk/e865fb83-66fb-4b5e-a95e-cfbb68a7beb5,['geojson']
"['nys', 'electric', 'vehicles', 'data']","['data', 'related', 'electric', 'vehicles', 'new', 'york', 'state', 'including', 'registered', 'electric', 'vehicles', 'charging', 'stations']",[],"['electric', 'vehicle']",https://data.world/john-rager/nys-electric-vehicles-data,"['NYS Electric Vehicle Registrations', 'NYS Alternative Fuel Stations']"
"['connected', 'electric', 'autonomous', 'vehicle', 'shifts']","['rolling', 'snapshot', 'data', 'collected', 'connected', 'electric', 'autonomous', 'vehicles', 'operating', 'columbus', 'area']","['rolling', 'snapshot', 'data', 'collected', 'connected', 'electric', 'autonomous', 'vehicles', 'operating', 'columbus', 'area', 'data', 'includes', 'vehicle', 'locations', 'routes', 'traveled', 'shifts', 'shift', 'segments', 'insights', 'including', 'passenger', 'miles', 'traveled', 'passengers', 'counts', 'per', 'trip', 'per', 'stop', 'battery', 'performance', 'etc', 'note', 'historical', 'data', 'published', 'midnight', 'est', 'shifts', 'older', '24', 'hours', 'means', 'data', 'day', 'january', '2nd', 'available', 'via', 'api', 'starting', 'midnight', 'est', 'january', '4th', 'source', 'httpsmaymobilitycom', 'last', 'updated', 'httpsdiscoverysmartcolumbusoscom', '20190501']",['autonomous'],https://data.world/smart-columbus/ff632a3a-64a1-4ba7-babb-86c228c33a0e,['csv']
"['intelligent', 'autonomous', 'distributed', 'vehicle', 'electric']","['intelligent', 'autonomous', 'distributed', 'vehicle', 'electrical', 'power', 'system', 'management', 'phase']","['original', 'title', 'intelligent', 'autonomous', 'distributed', 'vehicle', 'electrical', 'power', 'system', 'management', 'phase', 'proposed', 'innovation', 'distributed', 'architecture', 'intelligent', 'characterization', 'fault', 'detectiondiagnosis', 'reconfigurationreplanningrescheduling', 'adaptive', 'execution', 'substantially', 'leverages', 'large', 'previous', 'nasa', 'investments', 'assemble', 'correct', 'set', 'technologies', 'implement', 'aspects', 'required', 'intelligent', 'autonomous', 'vehicle', 'distributed', 'eps', 'subsystem', 'managers', 'stottler', 'henke', 'significant', 'experience', 'required', 'technologies', 'already', 'integrated', 'nasa', 'funding', 'general', 'maestro', 'management', 'intelligent', 'adaptive', 'autonomous', 'fault', 'identification', 'diagnosis', 'reconfigurationreplanningrescheduling', 'optimization', 'architecture', 'designed', 'easily', 'applied', 'spacecraft', 'subsystem', 'management', 'problems', 'applied', 'maestro', 'current', 'phase', 'effort', 'electrical', 'power', 'system', 'eps', 'management', 'interfaced', 'laboratory', 'instantiation', 'cubesat', 'research', 'institution', 'partner', 'montana', 'state', 'university', 'msu', 'designed', 'built', 'launched', 'operated', 'several', 'satellites', '14', 'satelliteyears', 'inspace', 'operations', 'experience', 'phase', 'effort', 'addition', 'providing', 'substantial', 'knowledge', 'expertise', 'practical', 'experience', 'msu', 'also', 'provide', 'real', 'satellite', 'telemetry', 'data', 'supplement', 'existing', 'laboratory', 'hardware', 'testbed', 'labsat', 'additional', 'boards', 'complex', 'subsystems', 'ability', 'cause', 'real', 'hardware', 'faults', 'confined', 'within', 'single', 'subsystem', 'faults', 'one', 'subsystem', 'cause', 'issues', 'others', 'new', 'augmented', 'labsat', 'used', 'testing', 'distributed', 'prototype', 'real', 'hardware', 'failures', 'also', 'plan', 'field', 'actual', 'proof', 'concept', 'prototype', 'onboard', 'one', 'future', 'satellites', 'inspace', 'culmination', 'phase', 'ii', 'effort', 'work', 'also', 'leverages', 'extends', 'nasa', '’', 'glenn', 'research', 'center', '’', 'vehicle', 'autonomous', 'power', 'control', 'apc', 'architecture', 'source', 'httpscatalogdatagovdatasetintelligentautonomousdistributedvehicleandelectricalpowersystemmanagementphasei', 'last', 'updated', 'httpscatalogdatagovorganizationnasagov', '20201112', 'us', 'government', 'workshttpswwwusagovgovernmentworks']",['active'],https://data.world/us-nasa-gov/10aa19c8-b795-4520-9502-2793bd8ab6fe,"['json', 'md']"
"['romanian', 'new', 'car', 'registration', '2023']","['romanian', 'new', 'car', 'registration', '2023', 'vs', 'previous', 'year']","['editorsimple', 'number', 'new', 'car', 'registration', '2023', 'make', 'model', 'comprising', 'top', '10', 'gasoline', 'diesel', 'electric', 'httpseconomediaropiataautodinromaniainprimele5luniinmatriculariledemasininoiaucrescutcu27fatadeanultrecutdaciadominavanzarileatatlamotorizariclasicecatsilaelectricehtml', 'httpsmediauploadsdataworld48bdec4f4732521d2167eb7cc7313b5045ea2c02bc9f88c0416d98bd09c9886fimagepng']",[],https://data.world/romanian-data/romanian-new-car-registration-in-2023,['xlsx']
"['crime', 'india']","['statewise', 'data', '2001', 'classified', 'according', '40factors', '75', 'csv', 'files']","['editormarkdown', 'context', 'dataset', 'contains', 'complete', 'information', 'various', 'aspects', 'crimes', 'happened', 'india', '2001', 'many', 'factors', 'analysed', 'dataset', 'hope', 'dataset', 'helps', 'us', 'understand', 'better', 'india', 'would', 'like', 'solve', 'sql', 'data', 'challenges', 'downloadhttpslinkrajanandorgsqlchallenges', 'free', 'pdf', 'sample', 'copy', 'httpslinkrajanandorgsqlchallenges', 'content', '01', 'cases', 'reported', 'disposal', 'police', 'court', '1', 'indian', 'penal', 'code', '2', 'special', 'local', 'laws', '02', 'ia', 'scst', 'cases', 'reported', 'disposal', 'police', 'court', '1', 'crime', 'scs', '2', 'crime', 'sts', '03', 'ib', 'children', 'cases', 'reported', 'disposal', 'police', 'court', '1', 'abetment', 'suicide', 'section', '305', 'ipc', '1', 'buying', 'girls', 'prostitution', 'section', '373', 'ipc', '1', 'child', 'marriage', 'restraint', 'act', '1929', '1', 'exposure', 'abandonment', 'section', '317', 'ipc', '1', 'foeticide', 'section', '315', '316', 'ipc', '1', 'infanticide', 'section', '315', 'ipc', '1', 'kidnapping', 'abduction', 'section', '360361363363a', '363', 'read', 'section', '384', '366', '367', '369', 'ipc', '1', 'murder', 'section', '302', '315', 'ipc', '1', 'crimes', 'children', '1', 'murder', 'children', 'section', '302', 'ipc', '1', 'procuration', 'minor', 'girls', 'section', '366a', 'ipc', '1', 'rape', 'section', '376', 'ipc', '1', 'selling', 'girls', 'prostitution', 'section', '372', 'ipc', '1', 'total', 'crimes', 'children', '04', 'ii', 'persons', 'arrested', 'disposal', 'police', 'court', '1', 'indian', 'penal', 'code', '1', 'special', 'local', 'laws', '05', 'iia', 'scst', 'persons', 'arrested', 'disposal', 'police', 'court', '1', 'crime', 'scs', '1', 'crime', 'sts', '06', 'iib', 'children', 'persons', 'arrested', 'disposal', 'police', 'court', '1', 'abetment', 'suicide', 'section', '305', 'ipc', '1', 'buying', 'girls', 'prostitution', 'section', '373', 'ipc', '1', 'child', 'marriage', 'restraint', 'act', '1929', '1', 'exposure', 'abandonment', 'section', '317', 'ipc', '1', 'foeticide', 'section', '315', '316', 'ipc', '1', 'kidnapping', 'abduction', 'section', '360361363363a', '366', '367', '369', 'ipc', '1', 'murder', 'infanticide', 'section', '315', 'ipc', '1', 'murder', 'murder', 'children', '1', 'murder', 'section', '302', '315', 'ipc', '1', 'crimes', 'children', '1', 'procuration', 'minor', 'girls', 'section', '366a', 'ipc', '1', 'rape', 'section', '376', 'ipc', '1', 'selling', 'girls', 'prostitution', 'section', '372', 'ipc', '1', 'total', 'crimes', 'children', '07', 'iv', 'persons', 'arrested', 'sex', 'age', 'group', '1', 'indian', 'penal', 'code', '1', 'special', 'local', 'laws', '08', 'v', 'juveniles', 'apprehended', '1', 'indian', 'penal', 'code', '1', 'special', 'local', 'laws', '09', 'vi', 'juveniles', 'arrested', 'disposal', '10', 'vii', 'property', 'stolen', 'recovered', 'crime', 'head', '1', 'dacoity', '1', 'robbery', '1', 'burglary', '1', 'theft', '1', 'criminal', 'breach', 'trust', '1', 'property', '1', 'total', 'property', 'stolen', 'recovered', '11', 'viii', 'property', 'stolen', 'recovered', 'nature', 'property', '1', 'communation', 'electricity', 'wire', '2', 'cattle', '3', 'cycle', '4', 'motor', 'vehicles', 'motor', 'vehicles', 'motor', 'cyclescooters', 'motor', 'vehicles', 'motor', 'cartaxijeep', 'motor', 'vehicles', 'motor', 'vehicles', '5', 'fire', 'arms', '6', 'explosivesexplosive', 'substances', '7', 'electronic', 'components', '8', 'cultural', 'property', 'including', 'antiques', '9', 'kinds', 'property', '10', 'total', 'property', 'stolen', 'recovered', '12', 'ix', 'police', 'strength', 'actual', 'sanctioned', '1', 'actual', 'civil', 'police', 'incl', 'district', 'armed', 'police', 'women', 'police', '1', 'acual', 'armed', 'police', 'incl', 'women', 'police', '1', 'actual', 'police', 'strength', 'incl', 'women', '1', 'b', 'acual', 'women', 'civil', 'police', 'incl', 'district', 'armed', 'force', '1', 'b', 'actual', 'women', 'armed', 'police', '1', 'b', 'actual', 'women', 'police', 'strength', '1', 'c', 'sanctioned', 'civil', 'police', 'incl', 'district', 'armed', 'police', '1', 'c', 'santioned', 'armed', 'police', 'incl', 'women', 'police', '1', 'c', 'santioned', 'police', 'strength', 'incl', 'women', '1', 'sanctioned', 'women', 'civil', 'police', 'incl', 'district', 'armed', 'police', '1', 'sanctioned', 'women', 'armed', 'police', '1', 'sanctioned', 'women', 'police', 'strength', '13', 'x', 'police', 'personnel', 'killed', 'injured', 'duty', '1', 'constables', '2', 'head', 'constables', '3', 'assistant', 'subinspectos', '4', 'subinspectors', '5', 'inspectors', '6', 'gazetted', 'officers', '7', 'total', 'police', 'killed', 'injured', '14', 'xb', 'age', 'profile', 'police', 'personnel', 'killed', 'duty', '15', 'xc', 'natural', 'deaths', 'suicides', 'police', 'personnel', '1', 'natural', 'deaths', 'police', 'personnel', 'service', '2', 'police', 'personnel', 'committed', 'suicide', '16', 'xi', 'casualties', 'police', 'firing', 'lathicharge', '1', 'riot', 'control', '2', 'anti', 'dacoity', 'operations', '3', 'extremists', 'terrorists', '4', 'others', '5', 'total', 'casualties', '17', 'xii', 'cases', 'reported', 'value', 'property', 'stolen', 'dacoity', 'robbery', 'burglary', 'theft', 'place', 'occurance', '1', 'residential', 'premises', '2', 'highways', '3', 'river', 'sea', '4', 'railways', '41', 'running', 'trains', '42', 'others', '5', 'banks', '6', 'commercial', 'establishments', 'shops', 'etc', '7', 'places', '8', 'total', '18', 'xiii', 'particulars', 'juveniles', 'arrested', '1', 'education', '2', 'economic', 'setup', '3', 'family', 'background', '4', 'recidivism', '19', 'xiv', 'motivecause', 'murder', 'culpable', 'homicide', 'amounting', 'murder', '20', 'xv', 'victims', 'rapeage', 'groupwise', '1', 'incest', 'rape', 'cases', '2', 'rape', 'cases', 'otherthan', 'incest', '3', 'total', 'rape', 'cases', '21', 'xva', 'rape', 'offenders', 'relation', 'nearness', 'rape', 'victims', '22', 'xvi', 'persons', 'arrested', 'recidivism', '23', 'xvii', 'anti', 'corruption', 'cases', '24', 'xviii', 'anti', 'corruption', 'arrests', '25', 'xix', 'complaintscases', 'police', 'personnel', '1', 'complaints', 'receivedcases', 'registered', '2', 'police', 'personnel', 'involvedaction', 'taken', '3', 'departmental', 'actionpunishments', '26', 'xx', 'police', 'budget', 'infrastructure', '1', 'equipments', 'transport', 'support', '2', 'distribution', 'police', 'stations', 'crime', 'incidences', '3', 'distribution', 'police', 'stations', 'police', 'strength', '4', 'organisational', 'set', '5', 'scssts', 'muslims', 'police', 'force', 'actual', '27', 'xxi', '1', 'nature', 'complaints', 'received', 'police', '28', 'xxi', '2', 'trial', 'violent', 'crimes', 'courts', '01', 'murder', '02', 'attempt', 'murder', '03', 'c', 'h', 'amounting', 'murder', '04', 'rape', '05', 'kidnapping', 'abduction', '51', 'kidnapping', 'abduction', 'women', 'girls', '52', 'kidnapping', 'abduction', 'others', '06', 'dacoity', '07', 'preparation', 'assembly', 'dacoity', '08', 'robbery', '09', 'riots', '10', 'arson', '11', 'dowry', 'deaths', '12', 'total', 'trials', 'sum', '111', '29', 'xxi', '3', 'period', 'trials', 'courts', '1', 'districtsession', 'judge', '2', 'additional', 'session', 'judge', '3', 'chief', 'judicial', 'magistrate', '4', 'judicial', 'magistrate', '5', 'judicial', 'magistrate', 'ii', '6', 'special', 'judicial', 'magistrate', '7', 'courts', '8', 'total', 'trials', 'sum', '17', '30', 'xxi', '41', 'autho', 'theft', 'stolen', 'recovered', '1', 'motor', 'cycles', 'scooters', '2', 'motor', 'cartaxijeep', '3', 'buses', '4', 'goods', 'carrying', 'vehicles', 'truckstempo', 'etc', '5', 'motor', 'vehicles', '6', 'total', 'sum', '15', '31', 'xxi', '42', 'serious', 'fraud', '1', 'criminal', 'breach', 'trust', '2', 'cheating', '32', 'xxi', '51', 'victims', 'murder', 'age', 'sexwise', '1', 'male', 'victims', '2', 'female', 'victims', '3', 'total', '33', 'xxi', '52', 'victims', 'ch', 'amounting', 'murder', 'age', 'sexwise', '1', 'male', 'victims', '2', 'female', 'victims', '3', 'total', '34', 'xxi', '53', 'use', 'firearms', 'murder', 'cases', '35', 'xxi', '6', 'human', 'rights', 'violation', 'police', '01', 'disappearance', 'persons', '02', 'illegal', 'detentionarrests', '03', 'fake', 'encounter', 'killings', '04', 'violation', 'terroristsextremists', '05', 'extortion', '06', 'torture', '07', 'false', 'implication', '08', 'failure', 'taking', 'action', '09', 'indignity', 'women', '10', 'atrocities', 'scst', '11', 'others', '12', 'total', 'sum', '111', '36', 'xxi', '7', 'police', 'housing', '1', 'officers', 'dysp', '2', 'upper', 'subordinates', 'asi', 'inspectos', '3', 'lower', 'subordinates', 'constables', 'head', 'constables', 'classiv', 'subordinate', 'staff', '37', 'xxi', '8', 'home', 'guards', 'auxilliary', 'force', '38', 'xxi', '9', 'unidentified', 'deadbodies', 'recovered', 'inquest', 'conducted', '39', 'xxi', '10', 'victims', 'kidnapping', 'abduction', 'specific', 'purpose', '01', 'adoption', '02', 'begging', '03', 'camel', 'racing', '04', 'illicit', 'intercourse', '05', 'marriage', '06', 'prostitution', '07', 'ransom', '08', 'revenge', '09', 'sale', '10', 'selling', 'bodyparts', '11', 'slavery', '12', 'unlawful', 'activity', '13', 'purposes', '14', 'total', 'sum', '113', '40', 'xxi', '11', 'custodial', 'deaths', '1', 'deaths', 'custodylockup', 'persons', 'remanded', 'police', 'custody', 'court', '2', 'deaths', 'custodylockup', 'persons', 'remanded', 'police', 'custody', 'court', '3', 'deaths', 'custody', 'productionprocess', 'courtsjourney', 'connected', 'investigation', '4', 'deaths', 'hospitalisationtreatment', '5', 'deaths', 'due', 'reasons', '41', 'xxi', '12', 'escapes', 'police', 'custody', '42', 'cases', 'crime', 'women', '01', 'rape', '02', 'kidnapping', 'abduction', 'women', 'girls', '03', 'dowry', 'deaths', '04', 'molestation', '05', 'sexual', 'harassment', '06', 'cruelty', 'husband', 'relatives', '07', 'importation', 'girls', '08', 'immoral', 'traffic', 'prevention', 'act', '1956', '09', 'dowry', 'prohibition', 'act', '1961', '10', 'indecent', 'representation', 'womenprohibition', 'act', '1986', '11', 'sati', 'prevention', 'act', '1987', '12', 'total', 'crimes', 'women', '43', 'arrests', 'crime', 'women', '01', 'rape', '02', 'kidnapping', 'abduction', 'women', 'girls', '03', 'dowry', 'deaths', '04', 'molestation', '05', 'sexual', 'harassment', '06', 'cruelty', 'husband', 'relatives', '07', 'importation', 'girls', '08', 'immoral', 'traffic', 'prevention', 'act', '1956', '09', 'dowry', 'prohibition', '1961', '10', 'indecent', 'representation', 'womenprohibition', 'act', '1986', '11', 'sati', 'prevention', 'act', '1987', '12', 'total', 'crimes', 'women', 'data', 'contains', 'district', 'level', 'data', 'districts', 'police', 'districts', 'also', 'include', 'special', 'police', 'unit', 'therefore', 'may', 'different', 'revenue', 'districts', 'data', '2001', '2010', 'files', 'data', '2011', '200114', 'inspiration', 'could', 'many', 'things', 'one', 'understand', 'analyzing', 'dataset', 'inspirations', 'start', '1', 'major', 'reason', 'people', 'kidnapped', 'every', 'state', '1', 'offenders', 'relation', 'rape', 'victim', '1', 'juveniles', 'family', 'background', 'education', 'economic', 'setup', '1', 'state', 'crime', 'children', 'women', '1', 'age', 'group', 'wise', 'murder', 'victim', '1', 'crime', 'place', 'occurrence', '1', 'anti', 'corruption', 'cases', 'vs', 'arrests', '1', 'state', 'number', 'complaints', 'police', '1', 'state', 'safest', 'foreigners', 'acknowledgements', 'national', 'crime', 'records', 'bureau', 'ncrbhttpncrbnicin', 'govt', 'india', 'published', 'datasethttpncrbnicinstatpublicationsciiprevpublicationshtm', 'website', 'also', 'shared', 'open', 'govt', 'data', 'platform', 'india', 'portalhttpsgooglyvdxyd', 'govt', 'open', 'data', 'license', 'indiahttpsdatagovingovernmentopendatalicenseindia']","['india', 'crime']",https://data.world/rajanand/crime-in-india,['csv']
"['coronavirus', 'daily', 'data']","['coronoavirus', 'covid19', 'data', 'updated', 'daily']","['editormarkdown', 'originally', 'sourced', 'httpsourworldindataorgcoronavirussourcedatahttpsourworldindataorgcoronavirussourcedata', 'synced', 'daily', 'update', '12042020', 'data', 'sources', 'updated', 'use', 'jhu', 'data', 'owid', '\u200b', '30', 'november', '2020', 'changed', 'source', 'confirmed', 'cases', 'deaths', 'covid19', 'data', 'repository', 'center', 'systems', 'science', 'engineering', 'csse', 'johns', 'hopkins', 'university', 'previous', 'source', 'confirmed', 'cases', 'deaths', 'european', 'centre', 'disease', 'prevention', 'control', 'ecdc', 'announced', 'november', '2020', 'would', 'switch', 'daily', 'weekly', 'reporting', 'schedule', 'december', 'world', 'data', 'therefore', 'transition', 'away', 'ecdc', 'source', 'continue', 'provide', 'daily', 'updates', 'confirmed', 'cases', 'deaths', 'data', 'last', 'sourced', 'ecdc', 'remains', 'available', 'archive', 'ecdc', 'folder', 'format', 'variable', 'names', 'types', 'complete', 'covid19', 'dataset', 'remains']","['coronavirus', 'health', 'virus', 'flu']",https://data.world/markmarkoh/coronavirus-data,['csv']
['coronatracking'],"['adding', 'public', 'datasets', 'related', 'corona', 'virus', 'update']","['editorsimple', 'data', 'obtained', 'httpsourworldindataorgcoronavirussourcedatahttpsourworldindataorgcoronavirussourcedata', 'data', 'files', 'four', 'metrics', 'present', 'available', 'download', 'total', 'confirmed', 'cases', 'httpscovidourworldindataorgdatatotalcasescsvhttpscovidourworldindataorgdatatotalcasescsv', 'total', 'deaths', 'httpscovidourworldindataorgdatatotaldeathscsvhttpscovidourworldindataorgdatatotaldeathscsv', 'new', 'confirmed', 'cases', 'httpscovidourworldindataorgdatanewcasescsvhttpscovidourworldindataorgdatanewcasescsv', 'new', 'deaths', 'httpscovidourworldindataorgdatanewdeathscsvhttpscovidourworldindataorgdatanewdeathscsv', 'full', 'dataset', 'httpscovidourworldindataorgdatafulldatacsvhttpscovidourworldindataorgdatafulldatacsv', 'insight', 'updated', 'tableau', 'public', 'gallery']","['corona virus', 'covid19', 'covid 19']",https://data.world/chandrasekar/coronatracking,['csv']
"['cost', 'benchmarking']","['cost', 'benchmarking', 'data', 'beverage', 'industry', '20082021']",[],[],https://data.world/george-t-stagg/cost-benchmarking,"['xlsx', 'csv']"
"['fashion', 'images', 'dataset']","['fashion', 'products', 'images', 'dataset']","['editorsimple', 'fashion', 'products', 'images', 'dataset', 'total', 'sample', 'records', '132', 'download', '110k', 'images', 'dataset', 'crawl', 'feedshttpscrawlfeedscomdatasetsfashionproductsimagesdataset', '\u200b', 'download', 'retail', 'datasets', 'ecommerce', 'datasets', 'reviews', 'datasets', 'crawl', 'feeds']","['imagesdataset', 'fashion images dataset', 'images dataset']",https://data.world/crawlfeeds/fashion-images-dataset,['zip']
"['json', 'repository']","['json', 'repository']","['dataset', 'contains', 'resources', 'transformed', 'datasets', 'hdx', 'exist', 'format', 'modified', 'support', 'visualization', 'hdx', 'may', 'date', 'source', 'datasets', 'derived', 'source', 'datasets', 'httpsdatahdxrwlabsorgdatasetidpsdatabyregioninmali', 'methodology', 'source', 'httpsdatahumdataorgdatasetjsonrepository', 'last', 'updated', 'httpsdatahumdataorgorganizationhdx', '20200301', 'license', 'creative', 'commons', 'attribution', 'intergovernmental', 'organisations']","['geodata', 'world']",https://data.world/hdx/e66dbc70-17fe-4230-b9d6-855d192fc05c,"['json', 'md', 'geojson', 'csv']"
"['site', 'g03', 'gasconade', 'river', 'bathymetry', 'structure', 'a1411', '89']","['site', 'g03', 'gasconade', 'river', 'bathymetry', 'structure', 'a1411', 'missouri', 'state', 'highway', '89', 'near', 'rich', 'fountain', 'missouri', 'jun']","['original', 'title', 'site', 'g03', 'gasconade', 'river', 'bathymetry', 'structure', 'a1411', 'missouri', 'state', 'highway', '89', 'near', 'rich', 'fountain', 'missouri', 'june', '2017', 'original', 'description', 'site', 'g03', 'gasconade', 'river', 'bathymetry', 'structure', 'a1411', 'missouri', 'state', 'highway', '89', 'near', 'rich', 'fountain', 'missouri', 'june', '2017', 'data', 'highresolution', 'bathymetry', 'riverbed', 'elevation', 'ascii', 'xyz', 'format', 'generated', 'june', '5', '2017', 'hydrographic', 'survey', 'gasconade', 'river', 'near', 'structure', 'a1411', 'missouri', 'state', 'highway', '89', 'near', 'rich', 'fountain', 'missouri', 'help', 'identify', 'possible', 'effects', 'extreme', 'flooding', 'may', '12', '2017', 'hydrographic', 'data', 'collected', 'using', 'highresolution', 'multibeam', 'echosounder', 'mapping', 'system', 'mbms', 'consists', 'multibeam', 'echosounder', 'mbes', 'inertial', 'navigation', 'system', 'ins', 'mounted', 'marine', 'survey', 'vessel', 'data', 'collected', 'vessel', 'traversed', 'river', 'along', 'planned', 'survey', 'lines', 'distributed', 'throughout', 'reach', 'data', 'collection', 'software', 'integrated', 'stored', 'depth', 'data', 'mbes', 'horizontal', 'vertical', 'position', 'attitude', 'data', 'vessel', 'ins', 'real', 'time', 'data', 'processing', 'required', 'computer', 'software', 'extract', 'bathymetry', 'data', 'raw', 'data', 'files', 'summarize', 'map', 'information', 'source', 'httpscatalogdatagovdatasetsiteg03gasconaderiverbathymetryatstructurea1411onmissouristatehighway89nearr', 'last', 'updated', 'httpscatalogdatagovorganizationdoigov', '20200123', 'us', 'government', 'workshttpswwwusagovgovernmentworks']","['ascii', 'bathymetry', 'geology', 'inlandwaters', 'missouri', 'mo', 'multibeam', 'usa', 'usgs', 'xyz']",https://data.world/us-doi-gov/12749821-f445-4f35-8dee-81eb7a56f07d,"['md', 'geo']"
"['twitter', 'dataset', '100', 'million', 'tweets', 'related', 'covid19']","['twitter', 'dataset', '100', 'million', 'tweets', 'related', 'covid19']","['editorsimple', '\u200b', 'link', 'access', 'dataset', 'httpsdoiorg105281zenodo3723939httpsnam12safelinksprotectionoutlookcomurlhttps3a2f2fdoiorg2f1052812fzenodo3723939data027c017crtekumalla140studentgsuedu7c1d7e885f0a32416e366408d7d7084c217c704d822c358a47849a1649e20b75f9417c07c07c637214302945623586sdatawi2bl7czwd6jawfyhax259y2bamssabzflv874hgsqlvy3dreserved0', 'due', 'relevance', 'covid19', 'global', 'pandemic', 'releasing', 'dataset', 'tweets', 'acquired', 'twitter', 'stream', 'related', 'covid19', 'chatter', 'first', '9', 'weeks', 'data', 'january', '1st', '2020', 'march', '11th', '2020', 'contain', 'low', 'tweet', 'counts', 'filtered', 'data', 'collecting', 'research', 'purposes', 'however', 'one', 'see', 'dramatic', 'increase', 'awareness', 'virus', 'spread', 'dedicated', 'data', 'gathering', 'started', 'march', '11th', 'march', '30th', 'yielded', '4', 'million', 'tweets', 'day', 'added', 'additional', 'data', 'provided', 'new', 'collaborators', 'january', '27th', 'february', '27th', 'provide', 'extra', 'longitudinal', 'coverage', 'data', 'collected', 'stream', 'captures', 'languages', 'higher', 'prevalence', 'english', 'spanish', 'french', 'release', 'tweets', 'retweets', 'fulldatasettsv', 'file', '101400452', 'unique', 'tweets', 'cleaned', 'version', 'retweets', 'fulldatasetcleantsv', 'file', '20244746', 'unique', 'tweets', 'several', 'practical', 'reasons', 'us', 'leave', 'retweets', 'tracing', 'important', 'tweets', 'dissemination', 'one', 'nlp', 'tasks', 'provide', 'top', '1000', 'frequent', 'terms', 'frequenttermscsv', 'top', '1000', 'bigrams', 'frequentbigramscsv', 'top', '1000', 'trigrams', 'frequenttrigramscsv', 'general', 'statistics', 'per', 'day', 'included', 'datasets', 'statisticsfulldatasettsv', 'statisticsfulldatasetcleantsv', 'files', '\u200b']","['covid 19', 'coronavirus', 'pandemic', 'dataset', 'twitter', '2019ncov']",https://data.world/rtekumalla1/a-twitter-dataset-of-100-million-tweets-related-to-covid-19,[]
"['gpm', 'ground', 'validation', 'twodimensional', 'video', 'disdromete', 'v1']","['gpm', 'ground', 'validation', 'twodimensional', 'video', 'disdrometer', '2dvd', 'olympex', 'v1']","['original', 'title', 'gpm', 'ground', 'validation', 'twodimensional', 'video', 'disdrometer', '2dvd', 'olympex', 'v1', 'gpm', 'ground', 'validation', 'twodimensional', 'video', 'disdrometer', '2dvd', 'olympex', 'data', 'collected', 'gpm', 'ground', 'validation', 'olympic', 'mountain', 'experiment', 'olympex', 'held', 'olympic', 'peninsula', 'pacific', 'northwest', 'united', 'states', 'collected', 'four', 'sites', 'data', 'contains', 'daily', 'asciitsv', 'files', 'information', 'individual', 'hydrometeors', 'including', 'number', 'hydrometeors', 'raindrop', 'size', 'distribution', 'particle', 'concentration', 'data', 'range', 'october', '31', '2015', 'january', '17', '2016', 'exact', 'dates', 'may', 'vary', 'per', 'site', 'data', 'available', 'asciitsv', 'format', 'source', 'httpscatalogdatagovdatasetgpmgroundvalidationtwodimensionalvideodisdrometer2dvdolympexv1', 'last', 'updated', 'httpscatalogdatagovorganizationnasagov', '20190502', 'us', 'government', 'workshttpswwwusagovgovernmentworks']","['atmosphere', 'ngda', 'precipitation']",https://data.world/us-nasa-gov/47e3817a-65aa-4af4-8d40-f0ed0f655bda,"['md', 'pdf']"
