owner,id,title,description,summary,version,tags,dois,visibility,files,status,created,updated,accessLevel,versionDois,isProject,properties,license,assetStatus,dataset_url
us-doi-gov,12749821-f445-4f35-8dee-81eb7a56f07d,Site G03 Gasconade River Bathymetry at Structure A1411... 89,"Site G03 Gasconade River Bathymetry at Structure A1411 on Missouri State Highway 89 near Rich Fountain, Missouri, Jun...","*Original Title*: Site G03 Gasconade River Bathymetry at Structure A1411 on Missouri State Highway 89 near Rich Fountain, Missouri, June 2017

*Original Description*: Site G03 Gasconade River Bathymetry at Structure A1411 on Missouri State Highway 89 near Rich Fountain, Missouri, June 2017

These data are high-resolution bathymetry (riverbed elevation) in ASCII XYZ format, generated from the June 5, 2017, hydrographic survey of the Gasconade River near structure A1411 on Missouri State Highway 89 near Rich Fountain, Missouri, to help identify possible effects from extreme flooding on May 1-2, 2017. Hydrographic data were collected using a high-resolution multibeam echosounder mapping system (MBMS), which consists of a multibeam echosounder (MBES) and an inertial navigation system (INS) mounted on a marine survey vessel. Data were collected as the vessel traversed the river along planned survey lines distributed throughout the reach. Data collection software integrated and stored the depth data from the MBES and the horizontal and vertical position and attitude data of the vessel from the INS in real time. Data processing required computer software to extract bathymetry data from the raw data files and to summarize and map the information.

Source: https://catalog.data.gov/dataset/site-g03-gasconade-river-bathymetry-at-structure-a1411-on-missouri-state-highway-89-near-r  
Last updated at https://catalog.data.gov/organization/doi-gov : 2020-01-23  
[More about U.S. Government Works](https://www.usa.gov/government-works)

",46c8b990-e6cc-419b-adab-0a1006cde219,"['ascii', 'bathymetry', 'geology', 'inlandwaters', 'missouri', 'mo', 'multibeam', 'usa', 'usgs', 'xyz']", ,OPEN,"[{'name': 'digital-geospatial-datasets-1.geo', 'sizeInBytes': 57326, 'created': '2020-01-28T12:14:55.998Z', 'updated': '2020-01-28T12:14:55.998Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}, {'name': 'resource_links.md', 'sizeInBytes': 173, 'created': '2020-01-28T12:14:57.193Z', 'updated': '2020-01-28T12:14:57.193Z', 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}]",LOADED,2020-01-28T12:14:54.727Z,2020-01-28T12:14:57.194Z,READ,[],False, ,Public Domain, ,https://data.world/us-doi-gov/12749821-f445-4f35-8dee-81eb7a56f07d
rtekumalla1,a-twitter-dataset-of-100-million-tweets-related-to-covid-19,A Twitter Dataset of 100+ million tweets related to COVID-19,A Twitter Dataset of 100+ million tweets related to COVID-19,"---
{""editor"":""simple""}
---
​

**Link to access the dataset -**   [https://doi.org/10.5281/zenodo.3723939](https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdoi.org%2F10.5281%2Fzenodo.3723939&data=02%7C01%7Crtekumalla1%40student.gsu.edu%7C1d7e885f0a32416e366408d7d7084c21%7C704d822c358a47849a1649e20b75f941%7C0%7C0%7C637214302945623586&sdata=wI%2Bl7CZWD6jaWFyhaX259Y%2BAmSSabZFlv874hgSqlVY%3D&reserved=0)

**Due to the relevance of the COVID-19 global pandemic, we are releasing our dataset of tweets acquired from the Twitter Stream related to COVID-19 chatter. The first 9 weeks of data (from January 1st, 2020 to March 11th, 2020) contain very low tweet counts as we filtered other data we were collecting for other research purposes, however, one can see the dramatic increase as the awareness for the virus spread. Dedicated data gathering started from March 11th to March 30th which yielded over 4 million tweets a day. We have added additional data provided by our new collaborators from January 27th to February 27th, to provide extra longitudinal coverage.**

**The data collected from the stream captures all languages, but the higher prevalence are:  English, Spanish, and French. We release all tweets and retweets on the full\_dataset.tsv file (101,400,452 unique tweets), and a cleaned version with no retweets on the full\_dataset-clean.tsv file (20,244,746 unique tweets). There are several practical reasons for us to leave the retweets, tracing important tweets and their dissemination is one of them. For NLP tasks we provide the top 1000 frequent terms in frequent\_terms.csv, the top 1000 bigrams in frequent\_bigrams.csv, and the top 1000 trigrams in frequent\_trigrams.csv. Some general statistics per day are included for both datasets in the statistics-full\_dataset.tsv and statistics-full\_dataset-clean.tsv files.**

​",960ca562-a5b0-43bd-938e-bc6d21d9fb54,"['covid 19', 'coronavirus', 'pandemic', 'dataset', 'twitter', '2019ncov']", ,OPEN,[],LOADED,2020-04-02T19:55:14.758Z,2020-04-02T20:03:20.453Z,READ,[],False, ,Other, ,https://data.world/rtekumalla1/a-twitter-dataset-of-100-million-tweets-related-to-covid-19
us-nasa-gov,47e3817a-65aa-4af4-8d40-f0ed0f655bda,GPM Ground Validation Two-Dimensional Video Disdromete... V1,GPM Ground Validation Two-Dimensional Video Disdrometer (2DVD) OLYMPEX V1,"*Original Title*: GPM Ground Validation Two-Dimensional Video Disdrometer (2DVD) OLYMPEX V1

The GPM Ground Validation Two-Dimensional Video Disdrometer (2DVD) OLYMPEX data were collected during the GPM Ground Validation Olympic Mountain Experiment (OLYMPEX) held on the Olympic Peninsula in the Pacific Northwest of the United States. Collected from four sites, the data contains daily ASCII-tsv files with information on individual hydrometeors including the number of hydrometeors, raindrop size distribution, and particle concentration. The data range from October 31, 2015 through January 17, 2016; exact dates may vary per site, and these data are available in ASCII-tsv format.

Source: https://catalog.data.gov/dataset/gpm-ground-validation-two-dimensional-video-disdrometer-2dvd-olympex-v1  
Last updated at https://catalog.data.gov/organization/nasa-gov : 2019-05-02  
[More about U.S. Government Works](https://www.usa.gov/government-works)

",ba5947dc-eafd-4192-b0a3-cb50a4167bb0,"['atmosphere', 'ngda', 'precipitation']", ,OPEN,"[{'name': 'resource_links.md', 'sizeInBytes': 1027, 'created': '2019-05-07T04:58:02.481Z', 'updated': '2019-05-07T04:58:02.481Z', 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}, {'name': 'view-documentation-related-to-this-dataset-1.pdf', 'sizeInBytes': 796682, 'created': '2019-04-10T07:09:39.234Z', 'updated': '2019-04-10T07:09:39.234Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}]",LOADED,2019-04-10T07:09:38.303Z,2019-05-07T04:58:02.482Z,READ,[],False, ,Public Domain, ,https://data.world/us-nasa-gov/47e3817a-65aa-4af4-8d40-f0ed0f655bda
us-epa-gov,04e33075-3db2-4e0d-9ecc-009280a2e54a,ReCiPe2016v1.1 for FEDEFLv1,ReCiPe2016v1.1 for FEDEFLv1,"ReCiPe2016 (Huijbregts 2017) is a life cycle impact assessment (LCIA) method. LCIA methods are collections of characterization factors, which are measures of relative potency or potential impact, for a given flow (e.g., NH3 to air) for a set of impact categories (e.g., acidification), provided in units of potency or impact equivalents per unit mass of the flowable associated with a given context (e.g., 1.88 kg SO2 eq/kg NH3 emitted to air). LCIA methods are typically used along with life cycle inventory data to estimate potential impacts in life cycle assessment (LCA). ReCiPe2016 produces 18 midpoint indicators and 3 endpoint indicators, and both midpoint and endpoint are provided using Individualist (I), Hierarchist (H), and Egalitarian (E) cultural perspectives. The FEDEFL or Federal LCA Commons Elementary Flow List (EPA 2019) is the standardized elementary flow list for use with data meeting the US Federal LCA Commons data guidelines. In this dataset, ReCiPe2016 is applied to FEDEFL v1.0.7 flows. This dataset was created by the LCIA Formatter v1.0 (https://github.com/USEPA/LCIAformatter). The LCIA Formatter is a tool for providing standardized life cycle impact assessment methods with characterization factors transparently applied to flows from an authoritative flow list, like the FEDEFL. The LCIA Formatter draws from the original ReCiPe2016 source file and the ReCiPe2016 to FEDEFL flow mapping. The LCIA formatter accesses this mapping file through the fedelemflowlist tool available at https://github.com/USEPA/Federal-LCA-Commons-Elementary-Flow-List. This mapping file and a note about the mapping are provided separately. Where a flow context is less specific in the FEDEFL (e.g., air) relative to the ReCiPe2016 flow contexts (e.g., air/rural), the LCIA Formatter applies the average of the relevant characterization factors from ReCiPe2016 to the FEDEFL flow. The zip files are compressed archives of JSON files following the openLCA schema at https://greendelta.github.io/olca-schema. A separate .zip file is provided for each combination of indicator type (midpoint or endpoint) and perspective. Usage Notes for zip file: These file were tested to correctly import into an openLCA v1.10 database already containing flows from the FEDEFL v1.0.7. They will provide matching characterization factors for any FEDEFL v1.0 to 1.0.7 elementary flow already present in the database. These files do not contain the elementary flows. The complete FEDEFL v1.0.7 flow list may be retrieved from the Federal LCA Commons elementary flow list repository at https://www.lcacommons.gov. The .parquet file is in the LCIA Formatter's LCIAmethod format (https://github.com/USEPA/LCIAformatter/blob/v1.0.0/format%20specs/LCIAmethod.md).

Source: https://catalog.data.gov/dataset/recipe2016v1-1-for-fedeflv1  
Last updated at https://catalog.data.gov/organization/epa-gov : 2021-06-15  
[More about U.S. Government Works](https://www.usa.gov/government-works)

",093836be-7fb0-4008-a57c-0e46d5415531,['lcia'], ,OPEN,"[{'name': 'recipe-2016-endpoint-e-json-v1-0-0-zip-6.zip', 'sizeInBytes': 14088797, 'created': '2022-04-26T03:04:46.630Z', 'updated': '2022-04-26T03:04:46.630Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}, {'name': 'recipe-2016-endpoint-h-json-v1-0-0-zip-2.zip', 'sizeInBytes': 14048322, 'created': '2022-04-26T03:04:46.649Z', 'updated': '2022-04-26T03:04:46.649Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}, {'name': 'recipe-2016-endpoint-i-json-v1-0-0-zip-7.zip', 'sizeInBytes': 6240942, 'created': '2022-04-26T03:04:46.669Z', 'updated': '2022-04-26T03:04:46.669Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}, {'name': 'recipe-2016-midpoint-e-json-v1-0-0-zip-5.zip', 'sizeInBytes': 13863851, 'created': '2022-04-26T03:04:46.687Z', 'updated': '2022-04-26T03:04:46.687Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}, {'name': 'recipe-2016-midpoint-h-json-v1-0-0-zip-1.zip', 'sizeInBytes': 13846301, 'created': '2022-04-26T03:04:46.710Z', 'updated': '2022-04-26T03:04:46.710Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}, {'name': 'recipe-2016-midpoint-i-json-v1-0-0-zip-3.zip', 'sizeInBytes': 6053398, 'created': '2022-04-26T03:04:46.733Z', 'updated': '2022-04-26T03:04:46.733Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}]",LOADED,2022-04-26T03:04:31.776Z,2022-04-26T03:04:46.755Z,READ,[],False, ,Public Domain, ,https://data.world/us-epa-gov/04e33075-3db2-4e0d-9ecc-009280a2e54a
nhtsa,cars-purchased-vehicles-xls,CARS Purchased Vehicles xls,Car Allowance Rebate System (CARS) - Purchased Vehicles - Purchased Vehicles xls file,"The Car Allowance Rebate System (CARS), otherwise known as Cash for Clunkers, was a program intended to provide economic incentives to United States residents to purchase a new and more fuel efficient vehicle when trading in a less full efficient vehicle. The program was promoted as providing stimulus to the economy by boosting auto sales, while putting safer, cleaner and more fuel efficient vehicles on the road.

Source: https://catalog.data.gov/dataset/car-allowance-rebate-system-cars-purchased-vehicles-purchased-vehicles-xls-file",6bd787e1-c4c7-44c7-95f2-4b5ac3230279,"['cars', 'purchased vehicles']", ,OPEN,"[{'name': 'new-vehicles.xls.zip', 'sizeInBytes': 34934, 'created': '2016-11-11T22:01:22.089Z', 'updated': '2016-11-11T22:01:22.089Z'}, {'name': 'new-vehicles.xls/new-vehicles.xls', 'sizeInBytes': 173056, 'created': '2016-11-11T22:01:22.089Z', 'updated': '2016-11-11T22:01:22.089Z'}]",LOADED,2016-11-11T21:59:03.440Z,2016-11-11T22:01:22.098Z,READ,[],False, ,Public Domain, ,https://data.world/nhtsa/cars-purchased-vehicles-xls
brianray,un-births-xls-858-kb,"UN: Births (XLS, 858 KB)",Number of births over a given period. Refers to five-year periods running from 1 July to 30 June of the initial and fina,"created from: https://github.com/brianray/data.world-scripts/blob/master/United%20Nations%20data.world%20uploads.ipynb


### UN: Births (XLS, 858 KB)

Number of births over a given period. Refers to five-year periods running from 1 July to 30 June of the initial and final years. Data are presented in thousands.

### from

https://esa.un.org/unpd/wpp/DVD/Files/1_Indicators%20%28Standard%29/EXCEL_FILES/2_Fertility/WPP2015_FERT_F01_BIRTHS_BOTH_SEXES.XLS",ed447bc7-8aa0-4df6-90a3-8e660c3d08aa,"['un', 'unitednations', 'fertility', 'indicators', 'fertilityindicators']", ,OPEN,"[{'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_CONSTANT-FERTILITY.csv', 'sizeInBytes': 46178, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_CONSTANT-MORTALITY.csv', 'sizeInBytes': 45435, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_ESTIMATES.csv', 'sizeInBytes': 35161, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_HIGH%20VARIANT.csv', 'sizeInBytes': 44762, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_INSTANT-REPLACEMENT.csv', 'sizeInBytes': 45687, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_LOW%20VARIANT.csv', 'sizeInBytes': 43057, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_MEDIUM%20VARIANT.csv', 'sizeInBytes': 44539, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_NO%20CHANGE.csv', 'sizeInBytes': 43980, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_FERT_F01_BIRTHS_BOTH_SEXESXLS_ZERO-MIGRATION.csv', 'sizeInBytes': 44628, 'created': '2017-04-10T00:01:08.362Z', 'updated': '2017-04-10T00:01:08.362Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}]",LOADED,2017-04-10T00:01:01.997Z,2017-04-10T00:01:08.371Z,READ,[],False, ,Other, ,https://data.world/brianray/un-births-xls-858-kb
brianray,un-population-density-xls-3,"UN: Population Density (XLS, 3",Population per square Kilometre.,"created from: https://github.com/brianray/data.world-scripts/blob/master/United%20Nations%20data.world%20uploads.ipynb


### UN: Population Density (XLS, 3.79 MB)

Population per square Kilometre.

### from

https://esa.un.org/unpd/wpp/DVD/Files/1_Indicators%20%28Standard%29/EXCEL_FILES/1_Population/WPP2015_POP_F06_POPULATION_DENSITY.XLS",71932ae3-c7cf-4572-99e5-68e055ab70ec,"['un', 'unitednations', 'population', 'indicators', 'populationindicators']", ,OPEN,"[{'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_CONSTANT-FERTILITY.csv', 'sizeInBytes': 397755, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_CONSTANT-MORTALITY.csv', 'sizeInBytes': 397552, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_ESTIMATES.csv', 'sizeInBytes': 305554, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_HIGH%20VARIANT.csv', 'sizeInBytes': 396204, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_INSTANT-REPLACEMENT.csv', 'sizeInBytes': 397855, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_LOW%20VARIANT.csv', 'sizeInBytes': 395235, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_MEDIUM%20VARIANT.csv', 'sizeInBytes': 396376, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_NO%20CHANGE.csv', 'sizeInBytes': 395335, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F06_POPULATION_DENSITYXLS_ZERO-MIGRATION.csv', 'sizeInBytes': 396305, 'created': '2017-04-09T23:45:07.592Z', 'updated': '2017-04-09T23:45:07.592Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}]",LOADED,2017-04-09T23:44:57.553Z,2017-04-09T23:45:07.605Z,READ,[],False, ,Other, ,https://data.world/brianray/un-population-density-xls-3
brianray,un-net-migration-rate-xls-2,"UN: Net Migration Rate (XLS, 2","The number of immigrants minus the number of emigrants over a period, divided by the person-years lived by the populatio","created from: https://github.com/brianray/data.world-scripts/blob/master/United%20Nations%20data.world%20uploads.ipynb


### UN: Net Migration Rate (XLS, 202 KB)

The number of immigrants minus the number of emigrants over a period, divided by the person-years lived by the population of the receiving country over that period. It is expressed as average annual net number of migrants per 1,000 population.

### from

https://esa.un.org/unpd/wpp/DVD/Files/1_Indicators%20%28Standard%29/EXCEL_FILES/4_Migration/WPP2015_MIGR_F01_NET_MIGRATION_RATE.XLS",0592a2cc-a8ed-4506-926e-47b346d5d78a,"['un', 'unitednations', 'migration', 'indicators', 'migrationindicators']", ,OPEN,"[{'name': 'WPP2015_MIGR_F01_NET_MIGRATION_RATEXLS_ESTIMATES.csv', 'sizeInBytes': 29324, 'created': '2017-04-10T00:16:29.498Z', 'updated': '2017-04-10T00:16:29.498Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_MIGR_F01_NET_MIGRATION_RATEXLS_MEDIUM%20VARIANT.csv', 'sizeInBytes': 36457, 'created': '2017-04-10T00:16:29.498Z', 'updated': '2017-04-10T00:16:29.498Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}]",LOADED,2017-04-10T00:16:27.991Z,2017-04-10T00:16:29.523Z,READ,[],False, ,Other, ,https://data.world/brianray/un-net-migration-rate-xls-2
brianray,un-population-growth-rate-xl,UN: Population Growth Rate (XL,Average exponential rate of growth of the population over a given period.Â  It is calculated as ln(Pt/P0)/t where t is t,"created from: https://github.com/brianray/data.world-scripts/blob/master/United%20Nations%20data.world%20uploads.ipynb


### UN: Population Growth Rate (XLS, 954 KB)

Average exponential rate of growth of the population over a given period.Â  It is calculated as ln(Pt/P0)/t where t is the length of the period. It is expressed as a percentage.

### from

https://esa.un.org/unpd/wpp/DVD/Files/1_Indicators%20%28Standard%29/EXCEL_FILES/1_Population/WPP2015_POP_F02_POPULATION_GROWTH_RATE.XLS",d7f326c7-abdf-461f-b12a-6b4992046735,"['un', 'unitednations', 'population', 'indicators', 'populationindicators']", ,OPEN,"[{'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_CONSTANT-FERTILITY.csv', 'sizeInBytes': 41123, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_CONSTANT-MORTALITY.csv', 'sizeInBytes': 42299, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_ESTIMATES.csv', 'sizeInBytes': 31258, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_HIGH%20VARIANT.csv', 'sizeInBytes': 38663, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_INSTANT-REPLACEMENT.csv', 'sizeInBytes': 40926, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_LOW%20VARIANT.csv', 'sizeInBytes': 40808, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_MEDIUM%20VARIANT.csv', 'sizeInBytes': 40585, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_NO%20CHANGE.csv', 'sizeInBytes': 38955, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}, {'name': 'WPP2015_POP_F02_POPULATION_GROWTH_RATEXLS_ZERO-MIGRATION.csv', 'sizeInBytes': 40852, 'created': '2017-04-09T23:44:06.555Z', 'updated': '2017-04-09T23:44:06.555Z', 'createdBy': 'brianray', 'updatedBy': 'brianray'}]",LOADED,2017-04-09T23:44:01.024Z,2017-04-09T23:44:06.565Z,READ,[],False, ,Other, ,https://data.world/brianray/un-population-growth-rate-xl
us-epa-gov,7780ad55-e259-49fe-a998-990202a4dda1,LaneCharles_A-dv4f_Data_20180430.xls,LaneCharles_A-dv4f_Data_20180430.xls,"Data associated with the paper, ""Comparing pixel- and object-based approaches in effectively classifying wetland-dominated landscapes"". This dataset is associated with the following publication: Berhane, T., C. Lane, Q. Wu, O. Anenkhonov, V. Chepinoga, B. Autrey, and H. Liu. Comparing Pixel- and Object-Based Approaches in Effectively Classifying Wetland-Dominated Landscapes. Remote Sensing. MDPI AG, Basel, SWITZERLAND, 10(1): 46, (2018).

Source: https://catalog.data.gov/dataset/lanecharles-a-dv4f-data-20180430-xls  
Last updated at https://catalog.data.gov/organization/epa-gov : 2020-01-18  
[More about U.S. Government Works](https://www.usa.gov/government-works)

",620355cc-8007-4c12-b60d-2372f5286066,['wetlands'], ,OPEN,"[{'name': 'lanecharles-a-dv4f-data-20180430-xlsx-1.xml', 'sizeInBytes': 513264, 'created': '2020-01-21T03:36:59.559Z', 'updated': '2020-01-21T03:36:59.559Z', 'labels': [], 'createdBy': 'datagov-us', 'updatedBy': 'datagov-us'}]",LOADED,2018-12-31T09:36:50.495Z,2020-01-21T03:36:59.560Z,READ,[],False, ,Public Domain, ,https://data.world/us-epa-gov/7780ad55-e259-49fe-a998-990202a4dda1
